,Class,SubClass,Name,Type,Item,Content,Rank,Average,123123
7,饮料类,果汁及果汁饮料,橙汁饮料(三得利牌),能量与相关成分,灰分(Ash),Tr,,,
8,饮料类,果汁及果汁饮料,橙汁饮料(三得利牌),能量与相关成分,碳水化合物(CHO),11.8g,5,10.5g,
9,饮料类,果汁及果汁饮料,橙汁饮料(三得利牌),能量与相关成分,总膳食纤维(Dietary fiber),,,,
10,饮料类,果汁及果汁饮料,橙汁饮料(三得利牌),维生素,胡萝卜素(Carotene),1088.0μg,1,107.5μg,
11,饮料类,果汁及果汁饮料,橙汁饮料(三得利牌),维生素,维生素A(Vitamin),0.0μg,1,0.0μg,
12,饮料类,果汁及果汁饮料,橙汁饮料(三得利牌),维生素,α-TE,—,,,
13,饮料类,果汁及果汁饮料,橙汁饮料(三得利牌),维生素,硫胺素(Thiamin),Tr,,,
14,饮料类,果汁及果汁饮料,橙汁饮料(三得利牌),维生素,核黄素(Riboflavin),—,,,
15,饮料类,果汁及果汁饮料,橙汁饮料(三得利牌),维生素,烟酸(Niacin),—,,,
16,饮料类,果汁及果汁饮料,橙汁饮料(三得利牌),维生素,维生素C(Vitamin C),59.0mg,1,19.5mg,
17,饮料类,果汁及果汁饮料,橙汁饮料(三得利牌),矿物质,钙(Ca),2mg,11,8mg,
18,饮料类,果汁及果汁饮料,橙汁饮料(三得利牌),矿物质,磷(P),0mg,13,9mg,
19,饮料类,果汁及果汁饮料,橙汁饮料(三得利牌),矿物质,钾(K),4mg,12,91mg,
20,饮料类,果汁及果汁饮料,橙汁饮料(三得利牌),矿物质,钠(Na),0.8mg,12,5.5mg,
21,饮料类,果汁及果汁饮料,橙汁饮料(三得利牌),矿物质,镁(Mg),1mg,13,6mg,
22,饮料类,果汁及果汁饮料,橙汁饮料(三得利牌),矿物质,铁(Fe),0.1mg,4,0.2mg,
23,饮料类,果汁及果汁饮料,橙汁饮料(三得利牌),矿物质,锌(Zn),0.05mg,7,0.12mg,
24,饮料类,果汁及果汁饮料,橙汁饮料(三得利牌),矿物质,硒(Se),Tr,,,
25,饮料类,果汁及果汁饮料,橙汁饮料(三得利牌),矿物质,铜(Cu),0.00mg,12,0.03mg,
26,饮料类,果汁及果汁饮料,橙汁饮料(三得利牌),矿物质,锰(Mn),0.00mg,12,0.26mg,
27,饮料类,果汁及果汁饮料,橙汁饮料(三得利牌),矿物质,碘(I),Tr,,,
28,饮料类,果汁及果汁饮料,橙汁饮料(三得利牌),脂肪酸,饱和脂肪酸(SFA),—,,,
29,饮料类,果汁及果汁饮料,橙汁饮料(三得利牌),脂肪酸,单不饱和脂肪酸(MUFA),—,,,
30,饮料类,果汁及果汁饮料,橙汁饮料(三得利牌),脂肪酸,多不饱和脂肪酸(PUFA),—,,,
31,饮料类,果汁及果汁饮料,橙汁饮料(三得利牌),脂肪酸,合计(Total),—,,,
0,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(可淇牌),类型,项目,含量,同类排名,同类均值,含量水平
1,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(可淇牌),能量与相关成分,食部(Edible),100%,1,100%,
2,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(可淇牌),能量与相关成分,水分(Water),4.0g,2,1.5g,
3,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(可淇牌),能量与相关成分,能量(Energy),2132kJ,16,2090kJ,
4,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(可淇牌),能量与相关成分,蛋白质(Protein),12.0g,35,15.5g,
5,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(可淇牌),能量与相关成分,脂肪(Fat),25.0g,15,21.7g,
6,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(可淇牌),能量与相关成分,胆固醇(Cholesterol),—,,,
7,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(可淇牌),能量与相关成分,灰分(Ash),—,,,
8,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(可淇牌),能量与相关成分,碳水化合物(CHO),59.0g,28,60.3g,
9,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(可淇牌),能量与相关成分,总膳食纤维(Dietary fiber),,,,
10,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(可淇牌),维生素,胡萝卜素(Carotene),100.0μg,15,109.1μg,
11,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(可淇牌),维生素,维生素A(Vitamin),—,,,
12,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(可淇牌),维生素,α-TE,—,,,
13,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(可淇牌),维生素,硫胺素(Thiamin),0.40mg,25,0.51mg,
14,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(可淇牌),维生素,核黄素(Riboflavin),0.50mg,39,0.83mg,
15,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(可淇牌),维生素,烟酸(Niacin),4.00mg,26,4.83mg,
16,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(可淇牌),维生素,维生素C(Vitamin C),40.0mg,39,63.8mg,
17,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(可淇牌),矿物质,钙(Ca),350mg,41,574mg,
18,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(可淇牌),矿物质,磷(P),230mg,35,403mg,
19,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(可淇牌),矿物质,钾(K),680mg,26,730mg,
20,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(可淇牌),矿物质,钠(Na),280.0mg,9,228.1mg,
21,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(可淇牌),矿物质,镁(Mg),30mg,42,56mg,
22,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(可淇牌),矿物质,铁(Fe),8.0mg,17,7.8mg,
23,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(可淇牌),矿物质,锌(Zn),4.00mg,39,5.16mg,
24,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(可淇牌),矿物质,硒(Se),—,,,
25,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(可淇牌),矿物质,铜(Cu),0.40mg,15,0.38mg,
26,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(可淇牌),矿物质,锰(Mn),—,,,
27,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(可淇牌),矿物质,碘(I),80.0μg,19,72.6μg,
28,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(可淇牌),脂肪酸,饱和脂肪酸(SFA),—,,,
29,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(可淇牌),脂肪酸,单不饱和脂肪酸(MUFA),—,,,
30,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(可淇牌),脂肪酸,多不饱和脂肪酸(PUFA),—,,,
31,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(可淇牌),脂肪酸,合计(Total),—,,,
0,鱼虾蟹贝类,鱼,鱼（黄鳝）[鳝鱼],类型,项目,含量,同类排名,同类均值,含量水平
1,鱼虾蟹贝类,鱼,鱼（黄鳝）[鳝鱼],能量与相关成分,食部(Edible),67%,46,74%,
2,鱼虾蟹贝类,鱼,鱼（黄鳝）[鳝鱼],能量与相关成分,水分(Water),78.0g,6,67.0g,
3,鱼虾蟹贝类,鱼,鱼（黄鳝）[鳝鱼],能量与相关成分,能量(Energy),378kJ,79,720kJ,
4,鱼虾蟹贝类,鱼,鱼（黄鳝）[鳝鱼],能量与相关成分,蛋白质(Protein),18.0g,51,19.4g,
5,鱼虾蟹贝类,鱼,鱼（黄鳝）[鳝鱼],能量与相关成分,脂肪(Fat),1.4g,73,9.1g,
6,鱼虾蟹贝类,鱼,鱼（黄鳝）[鳝鱼],能量与相关成分,胆固醇(Cholesterol),126mg,9,82mg,
7,鱼虾蟹贝类,鱼,鱼（黄鳝）[鳝鱼],能量与相关成分,灰分(Ash),1.4g,30,1.7g,
8,鱼虾蟹贝类,鱼,鱼（黄鳝）[鳝鱼],能量与相关成分,碳水化合物(CHO),1.2g,38,3.0g,
9,鱼虾蟹贝类,鱼,鱼（黄鳝）[鳝鱼],能量与相关成分,总膳食纤维(Dietary fiber),,,,
10,鱼虾蟹贝类,鱼,鱼（黄鳝）[鳝鱼],维生素,胡萝卜素(Carotene),,,,
11,鱼虾蟹贝类,鱼,鱼（黄鳝）[鳝鱼],维生素,维生素A(Vitamin),50.0μg,5,15.3μg,
12,鱼虾蟹贝类,鱼,鱼（黄鳝）[鳝鱼],维生素,α-TE,—,,,
13,鱼虾蟹贝类,鱼,鱼（黄鳝）[鳝鱼],维生素,硫胺素(Thiamin),0.06mg,19,0.05mg,
14,鱼虾蟹贝类,鱼,鱼（黄鳝）[鳝鱼],维生素,核黄素(Riboflavin),0.98mg,2,0.14mg,
15,鱼虾蟹贝类,鱼,鱼（黄鳝）[鳝鱼],维生素,烟酸(Niacin),3.70mg,28,3.43mg,
16,鱼虾蟹贝类,鱼,鱼（黄鳝）[鳝鱼],维生素,维生素C(Vitamin C),,,,
17,鱼虾蟹贝类,鱼,鱼（黄鳝）[鳝鱼],矿物质,钙(Ca),42mg,46,83mg,
18,鱼虾蟹贝类,鱼,鱼（黄鳝）[鳝鱼],矿物质,磷(P),206mg,36,224mg,
19,鱼虾蟹贝类,鱼,鱼（黄鳝）[鳝鱼],矿物质,钾(K),263mg,52,280mg,
20,鱼虾蟹贝类,鱼,鱼（黄鳝）[鳝鱼],矿物质,钠(Na),70.2mg,55,236.7mg,
21,鱼虾蟹贝类,鱼,鱼（黄鳝）[鳝鱼],矿物质,镁(Mg),18mg,75,30mg,
22,鱼虾蟹贝类,鱼,鱼（黄鳝）[鳝鱼],矿物质,铁(Fe),2.5mg,10,1.6mg,
23,鱼虾蟹贝类,鱼,鱼（黄鳝）[鳝鱼],矿物质,锌(Zn),1.97mg,14,1.20mg,
24,鱼虾蟹贝类,鱼,鱼（黄鳝）[鳝鱼],矿物质,硒(Se),34.60μg,30,31.24μg,
25,鱼虾蟹贝类,鱼,鱼（黄鳝）[鳝鱼],矿物质,铜(Cu),0.05mg,49,0.08mg,
26,鱼虾蟹贝类,鱼,鱼（黄鳝）[鳝鱼],矿物质,锰(Mn),2.22mg,2,0.19mg,
27,鱼虾蟹贝类,鱼,鱼（黄鳝）[鳝鱼],矿物质,碘(I),,,,
28,鱼虾蟹贝类,鱼,鱼（黄鳝）[鳝鱼],脂肪酸,饱和脂肪酸(SFA),31.4%,38,27.0%,
29,鱼虾蟹贝类,鱼,鱼（黄鳝）[鳝鱼],脂肪酸,单不饱和脂肪酸(MUFA),44.4%,17,30.1%,
30,鱼虾蟹贝类,鱼,鱼（黄鳝）[鳝鱼],脂肪酸,多不饱和脂肪酸(PUFA),16.0%,51,19.2%,
31,鱼虾蟹贝类,鱼,鱼（黄鳝）[鳝鱼],脂肪酸,合计(Total),91.9%,55,76.4%,
0,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿A+，美赞臣),类型,项目,含量,同类排名,同类均值,含量水平
1,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿A+，美赞臣),能量与相关成分,食部(Edible),100%,1,100%,
2,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿A+，美赞臣),能量与相关成分,水分(Water),—,,,
3,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿A+，美赞臣),能量与相关成分,能量(Energy),2280kJ,1,2090kJ,
4,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿A+，美赞臣),能量与相关成分,蛋白质(Protein),11.0g,38,15.5g,
5,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿A+，美赞臣),能量与相关成分,脂肪(Fat),29.0g,1,21.7g,
6,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿A+，美赞臣),能量与相关成分,胆固醇(Cholesterol),—,,,
7,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿A+，美赞臣),能量与相关成分,灰分(Ash),—,,,
8,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿A+，美赞臣),能量与相关成分,碳水化合物(CHO),60.0g,20,60.3g,
9,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿A+，美赞臣),能量与相关成分,总膳食纤维(Dietary fiber),,,,
10,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿A+，美赞臣),维生素,胡萝卜素(Carotene),—,,,
11,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿A+，美赞臣),维生素,维生素A(Vitamin),—,,,
12,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿A+，美赞臣),维生素,α-TE,—,,,
13,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿A+，美赞臣),维生素,硫胺素(Thiamin),0.39mg,36,0.51mg,
14,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿A+，美赞臣),维生素,核黄素(Riboflavin),0.94mg,15,0.83mg,
15,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿A+，美赞臣),维生素,烟酸(Niacin),6.30mg,5,4.83mg,
16,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿A+，美赞臣),维生素,维生素C(Vitamin C),106.0mg,4,63.8mg,
17,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿A+，美赞臣),矿物质,钙(Ca),350mg,41,574mg,
18,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿A+，美赞臣),矿物质,磷(P),230mg,35,403mg,
19,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿A+，美赞臣),矿物质,钾(K),590mg,32,730mg,
20,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿A+，美赞臣),矿物质,钠(Na),140.0mg,39,228.1mg,
21,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿A+，美赞臣),矿物质,镁(Mg),42mg,37,56mg,
22,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿A+，美赞臣),矿物质,铁(Fe),9.4mg,3,7.8mg,
23,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿A+，美赞臣),矿物质,锌(Zn),5.30mg,7,5.16mg,
24,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿A+，美赞臣),矿物质,硒(Se),14.80μg,4,4.53μg,
25,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿A+，美赞臣),矿物质,铜(Cu),0.33mg,26,0.38mg,
26,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿A+，美赞臣),矿物质,锰(Mn),0.06mg,22,0.16mg,
27,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿A+，美赞臣),矿物质,碘(I),79.0μg,25,72.6μg,
28,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿A+，美赞臣),脂肪酸,饱和脂肪酸(SFA),—,,,
29,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿A+，美赞臣),脂肪酸,单不饱和脂肪酸(MUFA),—,,,
30,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿A+，美赞臣),脂肪酸,多不饱和脂肪酸(PUFA),—,,,
31,婴幼儿食品,婴幼儿配方粉,婴儿配方奶粉(安婴儿A+，美赞臣),脂肪酸,合计(Total),—,,,
0,油脂类,动物油脂,羊油,类型,项目,含量,同类排名,同类均值,含量水平
1,油脂类,动物油脂,羊油,能量与相关成分,食部(Edible),100%,1,100%,
2,油脂类,动物油脂,羊油,能量与相关成分,水分(Water),4.0g,2,3.5g,
3,油脂类,动物油脂,羊油,能量与相关成分,能量(Energy),3392kJ,3,3505kJ,
4,油脂类,动物油脂,羊油,能量与相关成分,蛋白质(Protein),,,,
5,油脂类,动物油脂,羊油,能量与相关成分,脂肪(Fat),88.0g,3,93.2g,
6,油脂类,动物油脂,羊油,能量与相关成分,胆固醇(Cholesterol),110mg,2,119mg,
7,油脂类,动物油脂,羊油,能量与相关成分,灰分(Ash),,,,
8,油脂类,动物油脂,羊油,能量与相关成分,碳水化合物(CHO),8.0g,1,3.3g,
9,油脂类,动物油脂,羊油,能量与相关成分,总膳食纤维(Dietary fiber),,,,
10,油脂类,动物油脂,羊油,维生素,胡萝卜素(Carotene),,,,
11,油脂类,动物油脂,羊油,维生素,维生素A(Vitamin),33.0μg,2,38.0μg,
12,油脂类,动物油脂,羊油,维生素,α-TE,—,,,
13,油脂类,动物油脂,羊油,维生素,硫胺素(Thiamin),,,,
14,油脂类,动物油脂,羊油,维生素,核黄素(Riboflavin),,,,
15,油脂类,动物油脂,羊油,维生素,烟酸(Niacin),,,,
16,油脂类,动物油脂,羊油,维生素,维生素C(Vitamin C),,,,
17,油脂类,动物油脂,羊油,矿物质,钙(Ca),,,,
18,油脂类,动物油脂,羊油,矿物质,磷(P),18mg,1,9mg,
19,油脂类,动物油脂,羊油,矿物质,钾(K),12mg,1,5mg,
20,油脂类,动物油脂,羊油,矿物质,钠(Na),13.2mg,1,7.5mg,
21,油脂类,动物油脂,羊油,矿物质,镁(Mg),1mg,1,1mg,
22,油脂类,动物油脂,羊油,矿物质,铁(Fe),1.0mg,2,1.3mg,
23,油脂类,动物油脂,羊油,矿物质,锌(Zn),,,,
24,油脂类,动物油脂,羊油,矿物质,硒(Se),,,,
25,油脂类,动物油脂,羊油,矿物质,铜(Cu),0.06mg,1,0.02mg,
26,油脂类,动物油脂,羊油,矿物质,锰(Mn),,,,
27,油脂类,动物油脂,羊油,矿物质,碘(I),,,,
28,油脂类,动物油脂,羊油,脂肪酸,饱和脂肪酸(SFA),57.3%,2,54.1%,
29,油脂类,动物油脂,羊油,脂肪酸,单不饱和脂肪酸(MUFA),36.1%,2,39.3%,
30,油脂类,动物油脂,羊油,脂肪酸,多不饱和脂肪酸(PUFA),5.3%,2,5.7%,
31,油脂类,动物油脂,羊油,脂肪酸,合计(Total),99.8%,2,99.5%,
0,水果类及制品,仁果类,苹果（红富士苹果),类型,项目,含量,同类排名,同类均值,含量水平
1,水果类及制品,仁果类,苹果（红富士苹果),能量与相关成分,食部(Edible),85%,22,83%,
2,水果类及制品,仁果类,苹果（红富士苹果),能量与相关成分,水分(Water),86.9g,12,83.3g,
3,水果类及制品,仁果类,苹果（红富士苹果),能量与相关成分,能量(Energy),226kJ,33,287kJ,
4,水果类及制品,仁果类,苹果（红富士苹果),能量与相关成分,蛋白质(Protein),0.7g,7,0.5g,
5,水果类及制品,仁果类,苹果（红富士苹果),能量与相关成分,脂肪(Fat),0.4g,6,0.6g,
6,水果类及制品,仁果类,苹果（红富士苹果),能量与相关成分,胆固醇(Cholesterol),,,,
7,水果类及制品,仁果类,苹果（红富士苹果),能量与相关成分,灰分(Ash),0.3g,18,0.4g,
8,水果类及制品,仁果类,苹果（红富士苹果),能量与相关成分,碳水化合物(CHO),11.7g,36,15.2g,
9,水果类及制品,仁果类,苹果（红富士苹果),能量与相关成分,总膳食纤维(Dietary fiber),,,,
10,水果类及制品,仁果类,苹果（红富士苹果),维生素,胡萝卜素(Carotene),60.0μg,9,42.7μg,
11,水果类及制品,仁果类,苹果（红富士苹果),维生素,维生素A(Vitamin),,,,
12,水果类及制品,仁果类,苹果（红富士苹果),维生素,α-TE,—,,,
13,水果类及制品,仁果类,苹果（红富士苹果),维生素,硫胺素(Thiamin),0.01mg,32,0.02mg,
14,水果类及制品,仁果类,苹果（红富士苹果),维生素,核黄素(Riboflavin),,,,
15,水果类及制品,仁果类,苹果（红富士苹果),维生素,烟酸(Niacin),,,,
16,水果类及制品,仁果类,苹果（红富士苹果),维生素,维生素C(Vitamin C),2.0mg,32,6.5mg,
17,水果类及制品,仁果类,苹果（红富士苹果),矿物质,钙(Ca),3mg,31,12mg,
18,水果类及制品,仁果类,苹果（红富士苹果),矿物质,磷(P),11mg,24,21mg,
19,水果类及制品,仁果类,苹果（红富士苹果),矿物质,钾(K),115mg,13,106mg,
20,水果类及制品,仁果类,苹果（红富士苹果),矿物质,钠(Na),0.7mg,35,2.3mg,
21,水果类及制品,仁果类,苹果（红富士苹果),矿物质,镁(Mg),5mg,27,7mg,
22,水果类及制品,仁果类,苹果（红富士苹果),矿物质,铁(Fe),0.7mg,10,0.7mg,
23,水果类及制品,仁果类,苹果（红富士苹果),矿物质,锌(Zn),,,,
24,水果类及制品,仁果类,苹果（红富士苹果),矿物质,硒(Se),1.00μg,11,0.77μg,
25,水果类及制品,仁果类,苹果（红富士苹果),矿物质,铜(Cu),0.06mg,32,0.53mg,
26,水果类及制品,仁果类,苹果（红富士苹果),矿物质,锰(Mn),0.05mg,20,0.07mg,
27,水果类及制品,仁果类,苹果（红富士苹果),矿物质,碘(I),,,,
28,水果类及制品,仁果类,苹果（红富士苹果),脂肪酸,饱和脂肪酸(SFA),—,,,
29,水果类及制品,仁果类,苹果（红富士苹果),脂肪酸,单不饱和脂肪酸(MUFA),—,,,
30,水果类及制品,仁果类,苹果（红富士苹果),脂肪酸,多不饱和脂肪酸(PUFA),—,,,
31,水果类及制品,仁果类,苹果（红富士苹果),脂肪酸,合计(Total),—,,,
0,鱼虾蟹贝类,鱼,胡子鲇[塘虱(鱼)],类型,项目,含量,同类排名,同类均值,含量水平
1,鱼虾蟹贝类,鱼,胡子鲇[塘虱(鱼)],能量与相关成分,食部(Edible),50%,85,74%,
2,鱼虾蟹贝类,鱼,胡子鲇[塘虱(鱼)],能量与相关成分,水分(Water),72.6g,51,67.0g,
3,鱼虾蟹贝类,鱼,胡子鲇[塘虱(鱼)],能量与相关成分,能量(Energy),611kJ,31,720kJ,
4,鱼虾蟹贝类,鱼,胡子鲇[塘虱(鱼)],能量与相关成分,蛋白质(Protein),15.4g,77,19.4g,
5,鱼虾蟹贝类,鱼,胡子鲇[塘虱(鱼)],能量与相关成分,脂肪(Fat),8.0g,27,9.1g,
6,鱼虾蟹贝类,鱼,胡子鲇[塘虱(鱼)],能量与相关成分,胆固醇(Cholesterol),53mg,71,82mg,
7,鱼虾蟹贝类,鱼,胡子鲇[塘虱(鱼)],能量与相关成分,灰分(Ash),0.9g,78,1.7g,
8,鱼虾蟹贝类,鱼,胡子鲇[塘虱(鱼)],能量与相关成分,碳水化合物(CHO),3.1g,22,3.0g,
9,鱼虾蟹贝类,鱼,胡子鲇[塘虱(鱼)],能量与相关成分,总膳食纤维(Dietary fiber),,,,
10,鱼虾蟹贝类,鱼,胡子鲇[塘虱(鱼)],维生素,胡萝卜素(Carotene),,,,
11,鱼虾蟹贝类,鱼,胡子鲇[塘虱(鱼)],维生素,维生素A(Vitamin),8.0μg,40,15.3μg,
12,鱼虾蟹贝类,鱼,胡子鲇[塘虱(鱼)],维生素,α-TE,—,,,
13,鱼虾蟹贝类,鱼,胡子鲇[塘虱(鱼)],维生素,硫胺素(Thiamin),0.05mg,23,0.05mg,
14,鱼虾蟹贝类,鱼,胡子鲇[塘虱(鱼)],维生素,核黄素(Riboflavin),0.11mg,26,0.14mg,
15,鱼虾蟹贝类,鱼,胡子鲇[塘虱(鱼)],维生素,烟酸(Niacin),4.30mg,25,3.43mg,
16,鱼虾蟹贝类,鱼,胡子鲇[塘虱(鱼)],维生素,维生素C(Vitamin C),,,,
17,鱼虾蟹贝类,鱼,胡子鲇[塘虱(鱼)],矿物质,钙(Ca),18mg,69,83mg,
18,鱼虾蟹贝类,鱼,胡子鲇[塘虱(鱼)],矿物质,磷(P),129mg,80,224mg,
19,鱼虾蟹贝类,鱼,胡子鲇[塘虱(鱼)],矿物质,钾(K),78mg,86,280mg,
20,鱼虾蟹贝类,鱼,胡子鲇[塘虱(鱼)],矿物质,钠(Na),45.5mg,80,236.7mg,
21,鱼虾蟹贝类,鱼,胡子鲇[塘虱(鱼)],矿物质,镁(Mg),20mg,69,30mg,
22,鱼虾蟹贝类,鱼,胡子鲇[塘虱(鱼)],矿物质,铁(Fe),0.6mg,74,1.6mg,
23,鱼虾蟹贝类,鱼,胡子鲇[塘虱(鱼)],矿物质,锌(Zn),0.86mg,54,1.20mg,
24,鱼虾蟹贝类,鱼,胡子鲇[塘虱(鱼)],矿物质,硒(Se),34.20μg,33,31.24μg,
25,鱼虾蟹贝类,鱼,胡子鲇[塘虱(鱼)],矿物质,铜(Cu),0.04mg,59,0.08mg,
26,鱼虾蟹贝类,鱼,胡子鲇[塘虱(鱼)],矿物质,锰(Mn),0.02mg,66,0.19mg,
27,鱼虾蟹贝类,鱼,胡子鲇[塘虱(鱼)],矿物质,碘(I),,,,
28,鱼虾蟹贝类,鱼,胡子鲇[塘虱(鱼)],脂肪酸,饱和脂肪酸(SFA),32.8%,34,27.0%,
29,鱼虾蟹贝类,鱼,胡子鲇[塘虱(鱼)],脂肪酸,单不饱和脂肪酸(MUFA),46.5%,9,30.1%,
30,鱼虾蟹贝类,鱼,胡子鲇[塘虱(鱼)],脂肪酸,多不饱和脂肪酸(PUFA),16.8%,48,19.2%,
31,鱼虾蟹贝类,鱼,胡子鲇[塘虱(鱼)],脂肪酸,合计(Total),96.3%,26,76.4%,
0,干豆类及制品,大豆,黄豆[大豆],类型,项目,含量,同类排名,同类均值,含量水平
1,干豆类及制品,大豆,黄豆[大豆],能量与相关成分,食部(Edible),100%,1,100%,
2,干豆类及制品,大豆,黄豆[大豆],能量与相关成分,水分(Water),10.2g,18,51.4g,
3,干豆类及制品,大豆,黄豆[大豆],能量与相关成分,能量(Energy),1768kJ,6,959kJ,
4,干豆类及制品,大豆,黄豆[大豆],能量与相关成分,蛋白质(Protein),35.0g,5,19.5g,
5,干豆类及制品,大豆,黄豆[大豆],能量与相关成分,脂肪(Fat),16.0g,5,8.6g,
6,干豆类及制品,大豆,黄豆[大豆],能量与相关成分,胆固醇(Cholesterol),,,,
7,干豆类及制品,大豆,黄豆[大豆],能量与相关成分,灰分(Ash),4.6g,3,2.4g,
8,干豆类及制品,大豆,黄豆[大豆],能量与相关成分,碳水化合物(CHO),34.2g,6,18.2g,
9,干豆类及制品,大豆,黄豆[大豆],能量与相关成分,总膳食纤维(Dietary fiber),,,,
10,干豆类及制品,大豆,黄豆[大豆],维生素,胡萝卜素(Carotene),220.0μg,4,80.8μg,
11,干豆类及制品,大豆,黄豆[大豆],维生素,维生素A(Vitamin),,,,
12,干豆类及制品,大豆,黄豆[大豆],维生素,α-TE,—,,,
13,干豆类及制品,大豆,黄豆[大豆],维生素,硫胺素(Thiamin),0.41mg,2,0.12mg,
14,干豆类及制品,大豆,黄豆[大豆],维生素,核黄素(Riboflavin),0.20mg,3,0.09mg,
